store_name,medicine_name,date,current_stock,daily_demand,expiry_days_left,season,category,demand_trend,lead_time_days,inventory_status,unit_price,reorder_fee,distance_from_distributor_miles
Store B,Amlodipine_5mg,2024-02-27,257,10,81,winter,Cardiovascular,stable,4,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-02-28,246,11,240,winter,Cardiovascular,stable,5,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-02-29,235,11,127,winter,Cardiovascular,stable,5,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-01,224,11,240,winter,Cardiovascular,stable,3,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-02,533,9,81,winter,Cardiovascular,decreasing,3,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-03,521,12,159,winter,Cardiovascular,stable,5,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-04,507,14,106,winter,Cardiovascular,stable,6,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-05,494,13,149,winter,Cardiovascular,stable,6,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-06,486,8,247,winter,Cardiovascular,decreasing,4,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-07,470,16,108,winter,Cardiovascular,stable,6,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-08,461,9,303,winter,Cardiovascular,decreasing,7,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-09,443,18,158,winter,Cardiovascular,increasing,3,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-10,429,14,61,winter,Cardiovascular,stable,4,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-11,413,16,270,winter,Cardiovascular,stable,4,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-12,401,12,141,winter,Cardiovascular,stable,5,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-13,387,14,329,winter,Cardiovascular,stable,5,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-14,377,10,165,winter,Cardiovascular,stable,3,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-15,359,18,128,winter,Cardiovascular,increasing,6,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-16,342,17,196,winter,Cardiovascular,increasing,2,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-17,583,8,205,winter,Cardiovascular,decreasing,2,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-18,567,16,88,winter,Cardiovascular,stable,6,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-19,558,9,202,winter,Cardiovascular,decreasing,7,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-20,543,15,229,winter,Cardiovascular,stable,6,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-21,532,11,141,winter,Cardiovascular,stable,3,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-22,516,16,231,winter,Cardiovascular,stable,4,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-23,506,10,173,winter,Cardiovascular,stable,7,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-24,489,17,161,winter,Cardiovascular,increasing,6,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-25,472,17,269,winter,Cardiovascular,increasing,3,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-26,461,11,117,winter,Cardiovascular,stable,2,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-27,445,16,255,winter,Cardiovascular,stable,7,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-28,437,8,151,winter,Cardiovascular,decreasing,5,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-29,425,12,67,winter,Cardiovascular,stable,5,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-30,416,9,295,winter,Cardiovascular,decreasing,6,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-03-31,403,13,128,winter,Cardiovascular,stable,6,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-01,568,16,348,summer,Cardiovascular,stable,7,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-02,558,10,89,summer,Cardiovascular,stable,3,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-03,548,10,244,summer,Cardiovascular,stable,6,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-04,532,16,121,summer,Cardiovascular,stable,4,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-05,521,11,84,summer,Cardiovascular,stable,4,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-06,507,14,359,summer,Cardiovascular,stable,4,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-07,493,14,189,summer,Cardiovascular,stable,6,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-08,480,13,356,summer,Cardiovascular,stable,5,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-09,471,9,169,summer,Cardiovascular,decreasing,6,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-10,454,17,165,summer,Cardiovascular,increasing,5,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-11,437,17,315,summer,Cardiovascular,increasing,4,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-12,421,16,221,summer,Cardiovascular,stable,6,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-13,407,14,314,summer,Cardiovascular,stable,7,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-14,394,13,114,summer,Cardiovascular,stable,4,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-15,384,10,85,summer,Cardiovascular,stable,2,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-16,571,15,257,summer,Cardiovascular,stable,4,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-17,554,17,364,summer,Cardiovascular,increasing,3,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-18,546,8,70,summer,Cardiovascular,decreasing,3,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-19,529,17,205,summer,Cardiovascular,increasing,6,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-20,518,11,163,summer,Cardiovascular,stable,5,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-21,505,13,240,summer,Cardiovascular,stable,4,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-22,496,9,314,summer,Cardiovascular,decreasing,6,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-23,481,15,157,summer,Cardiovascular,stable,2,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-24,465,16,174,summer,Cardiovascular,stable,5,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-25,450,15,340,summer,Cardiovascular,stable,4,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-26,438,12,266,summer,Cardiovascular,stable,4,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-27,424,14,99,summer,Cardiovascular,stable,3,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-28,406,18,249,summer,Cardiovascular,increasing,4,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-29,397,9,229,summer,Cardiovascular,decreasing,6,Surplus,13.94,13.55,16
Store B,Amlodipine_5mg,2024-04-30,383,14,247,summer,Cardiovascular,stable,2,Surplus,13.94,13.55,16
Store B,Atorvastatin_20mg,2024-02-01,255,23,156,winter,Cardiovascular,stable,3,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-02-02,227,28,192,winter,Cardiovascular,stable,3,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-02-03,202,25,236,winter,Cardiovascular,stable,3,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-02-04,177,25,81,winter,Cardiovascular,stable,6,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-02-05,156,21,166,winter,Cardiovascular,stable,2,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-02-06,125,31,77,winter,Cardiovascular,increasing,3,Critically Low,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-02-07,100,25,345,winter,Cardiovascular,stable,3,Critically Low,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-02-08,73,27,213,winter,Cardiovascular,stable,2,Critically Low,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-02-09,52,21,193,winter,Cardiovascular,decreasing,7,Critically Low,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-02-10,345,22,165,winter,Cardiovascular,decreasing,3,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-02-11,314,31,131,winter,Cardiovascular,increasing,5,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-02-12,284,30,332,winter,Cardiovascular,increasing,7,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-02-13,254,30,129,winter,Cardiovascular,increasing,7,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-02-14,228,26,305,winter,Cardiovascular,stable,7,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-02-15,198,30,199,winter,Cardiovascular,increasing,4,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-02-16,372,26,210,winter,Cardiovascular,stable,3,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-02-17,343,29,200,winter,Cardiovascular,stable,6,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-02-18,314,29,242,winter,Cardiovascular,stable,4,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-02-19,285,29,138,winter,Cardiovascular,stable,5,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-02-20,263,22,328,winter,Cardiovascular,decreasing,3,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-02-21,240,23,245,winter,Cardiovascular,stable,3,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-02-22,217,23,289,winter,Cardiovascular,stable,4,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-02-23,187,30,179,winter,Cardiovascular,increasing,4,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-02-24,161,26,306,winter,Cardiovascular,stable,2,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-02-25,138,23,269,winter,Cardiovascular,stable,2,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-02-26,114,24,192,winter,Cardiovascular,stable,4,Critically Low,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-02-27,83,31,180,winter,Cardiovascular,increasing,7,Critically Low,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-02-28,59,24,188,winter,Cardiovascular,stable,4,Critically Low,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-02-29,198,22,356,winter,Cardiovascular,decreasing,3,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-01,173,25,232,winter,Cardiovascular,stable,4,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-02,396,26,198,winter,Cardiovascular,stable,3,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-03,373,23,202,winter,Cardiovascular,stable,5,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-04,343,30,358,winter,Cardiovascular,increasing,3,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-05,322,21,251,winter,Cardiovascular,decreasing,4,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-06,300,22,211,winter,Cardiovascular,decreasing,3,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-07,274,26,90,winter,Cardiovascular,stable,4,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-08,246,28,341,winter,Cardiovascular,stable,6,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-09,223,23,315,winter,Cardiovascular,stable,2,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-10,202,21,353,winter,Cardiovascular,decreasing,6,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-11,173,29,342,winter,Cardiovascular,stable,3,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-12,142,31,257,winter,Cardiovascular,increasing,5,Critically Low,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-13,118,24,87,winter,Cardiovascular,stable,6,Critically Low,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-14,97,21,186,winter,Cardiovascular,decreasing,4,Critically Low,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-15,69,28,303,winter,Cardiovascular,stable,4,Critically Low,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-16,385,27,307,winter,Cardiovascular,stable,7,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-17,666,26,128,winter,Cardiovascular,stable,2,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-18,641,25,326,winter,Cardiovascular,stable,6,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-19,618,23,275,winter,Cardiovascular,stable,2,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-20,591,27,153,winter,Cardiovascular,stable,7,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-21,566,25,174,winter,Cardiovascular,stable,5,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-22,535,31,189,winter,Cardiovascular,increasing,2,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-23,504,31,286,winter,Cardiovascular,increasing,3,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-24,477,27,160,winter,Cardiovascular,stable,6,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-25,447,30,239,winter,Cardiovascular,increasing,6,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-26,422,25,79,winter,Cardiovascular,stable,6,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-27,396,26,207,winter,Cardiovascular,stable,3,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-28,367,29,180,winter,Cardiovascular,stable,3,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-29,341,26,228,winter,Cardiovascular,stable,2,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-30,318,23,284,winter,Cardiovascular,stable,2,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-03-31,295,23,320,winter,Cardiovascular,stable,6,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-01,561,23,107,summer,Cardiovascular,stable,2,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-02,532,29,350,summer,Cardiovascular,stable,5,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-03,507,25,337,summer,Cardiovascular,stable,6,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-04,478,29,234,summer,Cardiovascular,stable,7,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-05,455,23,128,summer,Cardiovascular,stable,7,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-06,434,21,259,summer,Cardiovascular,decreasing,3,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-07,410,24,75,summer,Cardiovascular,stable,3,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-08,386,24,264,summer,Cardiovascular,stable,6,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-09,356,30,98,summer,Cardiovascular,increasing,2,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-10,328,28,362,summer,Cardiovascular,stable,5,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-11,299,29,237,summer,Cardiovascular,stable,6,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-12,268,31,74,summer,Cardiovascular,increasing,5,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-13,247,21,273,summer,Cardiovascular,decreasing,2,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-14,217,30,339,summer,Cardiovascular,increasing,3,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-15,196,21,205,summer,Cardiovascular,decreasing,5,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-16,512,30,119,summer,Cardiovascular,increasing,4,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-17,482,30,88,summer,Cardiovascular,increasing,6,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-18,461,21,348,summer,Cardiovascular,decreasing,2,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-19,436,25,338,summer,Cardiovascular,stable,2,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-20,405,31,245,summer,Cardiovascular,increasing,7,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-21,381,24,217,summer,Cardiovascular,stable,4,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-22,356,25,136,summer,Cardiovascular,stable,3,Surplus,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-23,329,27,297,summer,Cardiovascular,stable,2,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-24,302,27,77,summer,Cardiovascular,stable,2,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-25,281,21,248,summer,Cardiovascular,decreasing,7,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-26,260,21,78,summer,Cardiovascular,decreasing,4,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-27,234,26,179,summer,Cardiovascular,stable,6,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-28,212,22,143,summer,Cardiovascular,decreasing,2,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-29,188,24,261,summer,Cardiovascular,stable,6,Optimal,6.79,15.10,16
Store B,Atorvastatin_20mg,2024-04-30,157,31,277,summer,Cardiovascular,increasing,6,Optimal,6.79,15.10,16
Store B,Losartan_50mg,2024-02-01,201,20,71,winter,Cardiovascular,stable,4,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-02-02,183,18,80,winter,Cardiovascular,stable,3,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-02-03,155,28,287,winter,Cardiovascular,stable,2,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-02-04,129,26,193,winter,Cardiovascular,stable,4,Critically Low,13.47,12.88,16
Store B,Losartan_50mg,2024-02-05,108,21,212,winter,Cardiovascular,stable,3,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-02-06,82,26,151,winter,Cardiovascular,stable,6,Critically Low,13.47,12.88,16
Store B,Losartan_50mg,2024-02-07,59,23,318,winter,Cardiovascular,stable,5,Critically Low,13.47,12.88,16
Store B,Losartan_50mg,2024-02-08,288,23,114,winter,Cardiovascular,stable,2,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-02-09,266,22,257,winter,Cardiovascular,stable,6,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-02-10,247,19,296,winter,Cardiovascular,decreasing,3,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-02-11,221,26,241,winter,Cardiovascular,stable,7,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-02-12,194,27,90,winter,Cardiovascular,increasing,4,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-02-13,167,27,283,winter,Cardiovascular,increasing,2,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-02-14,142,25,315,winter,Cardiovascular,stable,3,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-02-15,117,25,168,winter,Cardiovascular,stable,7,Critically Low,13.47,12.88,16
Store B,Losartan_50mg,2024-02-16,263,28,246,winter,Cardiovascular,increasing,5,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-02-17,244,19,96,winter,Cardiovascular,decreasing,3,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-02-18,218,26,286,winter,Cardiovascular,stable,5,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-02-19,195,23,145,winter,Cardiovascular,stable,4,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-02-20,173,22,294,winter,Cardiovascular,stable,4,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-02-21,155,18,159,winter,Cardiovascular,decreasing,7,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-02-22,131,24,74,winter,Cardiovascular,stable,4,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-02-23,109,22,224,winter,Cardiovascular,stable,6,Critically Low,13.47,12.88,16
Store B,Losartan_50mg,2024-02-24,90,19,166,winter,Cardiovascular,decreasing,3,Critically Low,13.47,12.88,16
Store B,Losartan_50mg,2024-02-25,71,19,143,winter,Cardiovascular,decreasing,5,Critically Low,13.47,12.88,16
Store B,Losartan_50mg,2024-02-26,50,21,273,winter,Cardiovascular,stable,3,Critically Low,13.47,12.88,16
Store B,Losartan_50mg,2024-02-27,199,23,118,winter,Cardiovascular,stable,3,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-02-28,179,20,253,winter,Cardiovascular,stable,4,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-02-29,154,25,198,winter,Cardiovascular,stable,6,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-03-01,135,19,109,winter,Cardiovascular,decreasing,7,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-03-02,398,23,250,winter,Cardiovascular,stable,5,Surplus,13.47,12.88,16
Store B,Losartan_50mg,2024-03-03,378,20,240,winter,Cardiovascular,stable,7,Surplus,13.47,12.88,16
Store B,Losartan_50mg,2024-03-04,353,25,134,winter,Cardiovascular,stable,2,Surplus,13.47,12.88,16
Store B,Losartan_50mg,2024-03-05,331,22,230,winter,Cardiovascular,stable,4,Surplus,13.47,12.88,16
Store B,Losartan_50mg,2024-03-06,308,23,208,winter,Cardiovascular,stable,5,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-03-07,287,21,210,winter,Cardiovascular,stable,6,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-03-08,265,22,319,winter,Cardiovascular,stable,5,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-03-09,240,25,68,winter,Cardiovascular,stable,2,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-03-10,220,20,160,winter,Cardiovascular,stable,6,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-03-11,193,27,205,winter,Cardiovascular,increasing,2,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-03-12,168,25,302,winter,Cardiovascular,stable,2,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-03-13,150,18,102,winter,Cardiovascular,decreasing,3,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-03-14,127,23,273,winter,Cardiovascular,stable,7,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-03-15,107,20,159,winter,Cardiovascular,stable,5,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-03-16,88,19,317,winter,Cardiovascular,decreasing,6,Critically Low,13.47,12.88,16
Store B,Losartan_50mg,2024-03-17,354,18,281,winter,Cardiovascular,decreasing,5,Surplus,13.47,12.88,16
Store B,Losartan_50mg,2024-03-18,336,18,321,winter,Cardiovascular,decreasing,4,Surplus,13.47,12.88,16
Store B,Losartan_50mg,2024-03-19,317,19,288,winter,Cardiovascular,decreasing,7,Surplus,13.47,12.88,16
Store B,Losartan_50mg,2024-03-20,298,19,227,winter,Cardiovascular,decreasing,4,Surplus,13.47,12.88,16
Store B,Losartan_50mg,2024-03-21,275,23,305,winter,Cardiovascular,stable,2,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-03-22,256,19,103,winter,Cardiovascular,decreasing,5,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-03-23,230,26,215,winter,Cardiovascular,stable,5,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-03-24,206,24,221,winter,Cardiovascular,stable,4,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-03-25,183,23,293,winter,Cardiovascular,stable,4,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-03-26,162,21,152,winter,Cardiovascular,stable,3,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-03-27,134,28,269,winter,Cardiovascular,increasing,7,Critically Low,13.47,12.88,16
Store B,Losartan_50mg,2024-03-28,115,19,279,winter,Cardiovascular,decreasing,3,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-03-29,92,23,296,winter,Cardiovascular,stable,6,Critically Low,13.47,12.88,16
Store B,Losartan_50mg,2024-03-30,67,25,159,winter,Cardiovascular,stable,6,Critically Low,13.47,12.88,16
Store B,Losartan_50mg,2024-03-31,247,18,345,winter,Cardiovascular,decreasing,3,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-04-01,407,26,285,summer,Cardiovascular,stable,5,Surplus,13.47,12.88,16
Store B,Losartan_50mg,2024-04-02,383,24,249,summer,Cardiovascular,stable,5,Surplus,13.47,12.88,16
Store B,Losartan_50mg,2024-04-03,361,22,301,summer,Cardiovascular,stable,7,Surplus,13.47,12.88,16
Store B,Losartan_50mg,2024-04-04,340,21,171,summer,Cardiovascular,stable,2,Surplus,13.47,12.88,16
Store B,Losartan_50mg,2024-04-05,316,24,289,summer,Cardiovascular,stable,5,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-04-06,294,22,282,summer,Cardiovascular,stable,3,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-04-07,267,27,142,summer,Cardiovascular,increasing,5,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-04-08,239,28,322,summer,Cardiovascular,increasing,6,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-04-09,215,24,349,summer,Cardiovascular,stable,3,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-04-10,195,20,117,summer,Cardiovascular,stable,2,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-04-11,175,20,269,summer,Cardiovascular,stable,2,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-04-12,148,27,340,summer,Cardiovascular,increasing,5,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-04-13,122,26,98,summer,Cardiovascular,stable,4,Critically Low,13.47,12.88,16
Store B,Losartan_50mg,2024-04-14,97,25,133,summer,Cardiovascular,stable,5,Critically Low,13.47,12.88,16
Store B,Losartan_50mg,2024-04-15,77,20,206,summer,Cardiovascular,stable,5,Critically Low,13.47,12.88,16
Store B,Losartan_50mg,2024-04-16,327,22,265,summer,Cardiovascular,stable,2,Surplus,13.47,12.88,16
Store B,Losartan_50mg,2024-04-17,300,27,345,summer,Cardiovascular,increasing,7,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-04-18,280,20,164,summer,Cardiovascular,stable,3,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-04-19,252,28,317,summer,Cardiovascular,increasing,5,Optimal,13.47,12.88,16
Store B,Losartan_50mg,2024-04-20,229,23,321,summer,Cardiovascular,stable,4,Optimal,13.47,12.88,16
