store_name,medicine_name,date,current_stock,daily_demand,expiry_days_left,season,category,demand_trend,lead_time_days,unit_price,reorder_fee,distance_from_distributor_miles
Store D,Azithromycin_250mg,2024-01-29,73,25,133,summer,Antibiotic,increasing,5,18.67,15.06,156
Store D,Azithromycin_250mg,2024-02-09,29,24,60,winter,Antibiotic,increasing,5,18.67,15.06,156
Store D,Azithromycin_250mg,2024-02-20,221,30,226,summer,Antibiotic,stable,5,18.67,15.06,156
Store D,Azithromycin_250mg,2024-03-02,628,36,190,winter,Antibiotic,stable,5,18.67,15.06,156
Store D,Azithromycin_250mg,2024-02-18,288,34,17,summer,Antibiotic,stable,5,18.67,15.06,156
Store D,Amoxicillin_500mg,2024-01-24,45,29,35,winter,Antibiotic,increasing,5,21.19,14.67,156
Store D,Amoxicillin_500mg,2024-02-01,295,38,171,summer,Antibiotic,stable,5,21.19,14.67,156
Store D,Amoxicillin_500mg,2024-02-15,693,38,285,winter,Antibiotic,stable,5,21.19,14.67,156
Store D,Amoxicillin_500mg,2024-02-08,342,43,24,summer,Antibiotic,stable,5,21.19,14.67,156
Store D,Amoxicillin_500mg,2024-02-21,128,45,132,winter,Antibiotic,increasing,5,21.19,14.67,156
Store D,Insulin_100units,2024-01-21,222,41,169,summer,Diabetes,stable,2,29.29,23.76,156
Store D,Insulin_100units,2024-01-26,632,42,294,winter,Diabetes,decreasing,2,29.29,23.76,156
Store D,Insulin_100units,2024-02-10,312,41,12,summer,Diabetes,stable,2,29.29,23.76,156
Store D,Insulin_100units,2024-02-20,121,46,100,winter,Diabetes,increasing,2,29.29,23.76,156
Store D,Insulin_100units,2024-03-05,104,50,38,summer,Diabetes,increasing,2,29.29,23.76,156
Store E,Albuterol_100mcg,2024-02-09,69,32,56,winter,Respiratory,stable,2,26.64,22.70,109
Store E,Albuterol_100mcg,2024-02-18,214,39,228,summer,Respiratory,stable,2,26.64,22.70,109
Store E,Albuterol_100mcg,2024-02-29,362,34,325,winter,Respiratory,decreasing,2,26.64,22.70,109
Store E,Albuterol_100mcg,2024-03-13,292,38,7,summer,Respiratory,stable,2,26.64,22.70,109
Store E,Albuterol_100mcg,2024-03-20,171,44,125,winter,Respiratory,increasing,2,26.64,22.70,109
Store E,Amlodipine_5mg,2024-01-13,186,35,188,summer,Cardiovascular,stable,5,29.34,21.55,109
Store E,Amlodipine_5mg,2024-01-21,376,34,294,winter,Cardiovascular,decreasing,5,29.34,21.55,109
Store E,Amlodipine_5mg,2024-01-29,240,31,24,summer,Cardiovascular,stable,5,29.34,21.55,109
Store E,Amlodipine_5mg,2024-01-28,130,36,46,winter,Cardiovascular,increasing,5,29.34,21.55,109
Store E,Amlodipine_5mg,2024-02-06,48,42,62,summer,Cardiovascular,increasing,5,29.34,21.55,109
Store E,Aspirin_75mg,2024-02-05,757,42,318,winter,Cardiovascular,decreasing,4,30.38,22.91,109
Store E,Aspirin_75mg,2024-02-16,210,41,13,summer,Cardiovascular,stable,4,30.38,22.91,109
Store E,Aspirin_75mg,2024-02-23,135,47,122,winter,Cardiovascular,increasing,4,30.38,22.91,109
Store E,Aspirin_75mg,2024-02-20,63,53,13,summer,Cardiovascular,increasing,4,30.38,22.91,109
Store E,Aspirin_75mg,2024-03-20,396,52,235,winter,Cardiovascular,stable,4,30.38,22.91,109
Store E,Atorvastatin_20mg,2024-02-04,122,17,23,summer,Cardiovascular,stable,5,22.30,24.10,109
Store E,Atorvastatin_20mg,2024-02-11,69,25,98,winter,Cardiovascular,increasing,5,22.30,24.10,109
Store E,Atorvastatin_20mg,2024-02-18,27,27,53,summer,Cardiovascular,stable,5,22.30,24.10,109
Store E,Atorvastatin_20mg,2024-02-19,185,27,107,winter,Cardiovascular,stable,5,22.30,24.10,109
Store E,Atorvastatin_20mg,2024-02-24,322,22,220,summer,Cardiovascular,decreasing,5,22.30,24.10,109
Store E,Azithromycin_250mg,2024-01-16,142,44,61,winter,Antibiotic,increasing,5,18.67,15.06,109
Store E,Azithromycin_250mg,2024-01-23,94,46,66,summer,Antibiotic,increasing,5,18.67,15.06,109
Store E,Azithromycin_250mg,2024-02-03,368,54,137,winter,Antibiotic,stable,5,18.67,15.06,109
Store E,Azithromycin_250mg,2024-02-18,724,50,261,summer,Antibiotic,decreasing,5,18.67,15.06,109
Store E,Azithromycin_250mg,2024-02-13,392,52,20,winter,Antibiotic,stable,5,18.67,15.06,109
Store E,Semaglutide_1mg,2024-01-15,82,11,180,winter,Diabetes,stable,5,89.50,24.80,109
Store E,Semaglutide_1mg,2024-01-29,77,12,150,summer,Diabetes,increasing,5,89.50,24.80,109
Store E,Semaglutide_1mg,2024-02-10,71,13,123,winter,Diabetes,increasing,5,89.50,24.80,109
Store E,Semaglutide_1mg,2024-02-24,66,14,97,summer,Diabetes,stable,5,89.50,24.80,109
Store E,Semaglutide_1mg,2024-03-10,59,15,72,winter,Diabetes,increasing,5,89.50,24.80,109
